Longitude (x),Latitude (y),Station Name,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
-79.4,43.67,TORONTO CITY,2018-08-22,2018,8,22,22.2,16.3,19.2,0,1.2,,,0.2,,,
-79.4,43.67,TORONTO CITY,2018-08-23,2018,8,23,27.3,15.7,21.5,0,3.5,,,0,,,
-79.4,43.67,TORONTO CITY,2018-08-24,2018,8,24,26.7,16.8,21.8,0,3.8,,,0,,,
-79.4,43.67,TORONTO CITY,2018-08-25,2018,8,25,25.2,20.4,22.8,0,4.8,,,8.8,,,
-79.4,43.67,TORONTO CITY,2018-08-26,2018,8,26,29.2,20.3,24.8,0,6.8,,,0,,,
-79.4,43.67,TORONTO CITY,2018-08-27,2018,8,27,26.8,21.2,24,0,6,,,3.1,,,
-79.4,43.67,TORONTO CITY,2018-08-28,2018,8,28,32.3,23.2,27.8,0,9.8,,,0,,,
-79.4,43.67,TORONTO CITY,2018-08-29,2018,8,29,28.9,18.8,23.8,0,5.8,,,0,,,
-79.4,43.67,TORONTO CITY,2018-08-30,2018,8,30,19.1,16.2,17.6,0.4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-08-31,2018,8,31,22.8,17.3,20.1,0,2.1,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-01,2018,9,1,27.7,17,22.3,0,4.3,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-02,2018,9,2,28.1,22.3,25.2,0,7.2,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-03,2018,9,3,32,22.3,27.1,0,9.1,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-04,2018,9,4,28.1,20.8,24.4,0,6.4,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-05,2018,9,5,32.3,21.9,27.1,0,9.1,,,0.6,,,
-79.4,43.67,TORONTO CITY,2018-09-06,2018,9,6,26.4,18.5,22.4,0,4.4,,,0.8,,,
-79.4,43.67,TORONTO CITY,2018-09-07,2018,9,7,23.7,17.2,20.4,0,2.4,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-08,2018,9,8,17.8,13.1,15.4,2.6,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-09,2018,9,9,16.5,11.5,14,4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-10,2018,9,10,16.7,12.4,14.6,3.4,0,,,32.9,,,
-79.4,43.67,TORONTO CITY,2018-09-11,2018,9,11,20.3,15.2,17.8,0.2,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-12,2018,9,12,23.3,14.2,18.8,0,0.8,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-13,2018,9,13,24.8,17.6,21.2,0,3.2,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-14,2018,9,14,27.7,20.6,24.1,0,6.1,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-15,2018,9,15,28.7,21.7,25.2,0,7.2,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-16,2018,9,16,28.2,20.7,24.5,0,6.5,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-17,2018,9,17,26.3,20.3,23.3,0,5.3,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-18,2018,9,18,27.6,16.4,22,0,4,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-19,2018,9,19,20.8,15.3,18,0,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-20,2018,9,20,19.6,15.5,17.5,0.5,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-21,2018,9,21,30.8,13.6,22.2,0,4.2,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-22,2018,9,22,16.5,10.7,13.6,4.4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-23,2018,9,23,18.6,9.7,14.1,3.9,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-24,2018,9,24,19.7,11.4,15.5,2.5,0,,,3.7,,,
-79.4,43.67,TORONTO CITY,2018-09-25,2018,9,25,21.4,16,18.7,0,0.7,,,13.2,,,
-79.4,43.67,TORONTO CITY,2018-09-26,2018,9,26,22.5,12.2,17.3,0.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-27,2018,9,27,17.3,10.3,13.8,4.2,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-09-28,2018,9,28,23,11.3,17.1,0.9,0,,,3.4,,,
-79.4,43.67,TORONTO CITY,2018-09-29,2018,9,29,16.5,9.5,13,5,0,,,0.4,,,
-79.4,43.67,TORONTO CITY,2018-09-30,2018,9,30,13.6,9.8,11.7,6.3,0,,,8.5,,,
-79.4,43.67,TORONTO CITY,2018-10-01,2018,10,1,13.4,8.3,10.9,7.1,0,,,8.3,,,
-79.4,43.67,TORONTO CITY,2018-10-02,2018,10,2,14,9.9,12,6,0,,,8.8,,,
-79.4,43.67,TORONTO CITY,2018-10-03,2018,10,3,19.4,11.6,15.5,2.5,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-10-04,2018,10,4,22.2,8.5,15.3,2.7,0,,,10.3,,,
-79.4,43.67,TORONTO CITY,2018-10-05,2018,10,5,13.4,6.5,9.9,8.1,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-10-06,2018,10,6,17,10.1,13.6,4.4,0,,,1.8,,,
-79.4,43.67,TORONTO CITY,2018-10-07,2018,10,7,15.4,12.2,13.8,4.2,0,,,6,,,
-79.4,43.67,TORONTO CITY,2018-10-08,2018,10,8,15.1,11.6,13.3,4.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-10-09,2018,10,9,26.4,14.1,20.2,0,2.2,,,0,,,
-79.4,43.67,TORONTO CITY,2018-10-10,2018,10,10,26.2,18.9,22.6,0,4.6,,,0,,,
-79.4,43.67,TORONTO CITY,2018-10-11,2018,10,11,22.1,8.9,15.5,2.5,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-10-12,2018,10,12,11.6,6.4,9,9,0,,,0.4,,,
-79.4,43.67,TORONTO CITY,2018-10-13,2018,10,13,10.3,4.4,7.4,10.6,0,,,1.2,,,
-79.4,43.67,TORONTO CITY,2018-10-14,2018,10,14,13.9,4.2,9.1,8.9,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-10-15,2018,10,15,13.8,4.2,9,9,0,,,3.1,,,
-79.4,43.67,TORONTO CITY,2018-10-16,2018,10,16,12.4,3.3,7.9,10.1,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-10-17,2018,10,17,9.9,2,6,12,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-10-18,2018,10,18,8.5,0,4.3,13.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-10-19,2018,10,19,14.7,6.8,10.8,7.2,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-10-20,2018,10,20,12.6,4.1,8.3,9.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-10-21,2018,10,21,6.5,1.3,3.9,14.1,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-10-22,2018,10,22,10.9,4,7.5,10.5,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-10-23,2018,10,23,10.2,3.7,7,11,0,,,2.9,,,
-79.4,43.67,TORONTO CITY,2018-10-24,2018,10,24,6.3,2.6,4.5,13.5,0,,,0.3,,,
-79.4,43.67,TORONTO CITY,2018-10-25,2018,10,25,7.9,2.8,5.4,12.6,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-10-26,2018,10,26,8.7,5.2,7,11,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-10-27,2018,10,27,6.9,1.4,4.2,13.8,0,,,7.2,,,
-79.4,43.67,TORONTO CITY,2018-10-28,2018,10,28,6.2,1.8,4,14,0,,,1.7,,,
-79.4,43.67,TORONTO CITY,2018-10-29,2018,10,29,9.1,2.6,5.9,12.1,0,,,0.4,,,
-79.4,43.67,TORONTO CITY,2018-10-30,2018,10,30,10.3,0.8,5.6,12.4,0,,,0.4,,,
-79.4,43.67,TORONTO CITY,2018-10-31,2018,10,31,13.3,6,9.6,8.4,0,,,10.6,,,
-79.4,43.67,TORONTO CITY,2018-11-01,2018,11,1,9.1,5.3,7.2,10.8,0,,,33.3,,,
-79.4,43.67,TORONTO CITY,2018-11-02,2018,11,2,6.1,4.3,5.2,12.8,0,,,4,0,,
-79.4,43.67,TORONTO CITY,2018-11-03,2018,11,3,7.4,2.8,5.1,12.9,0,,,1.5,0,,
-79.4,43.67,TORONTO CITY,2018-11-04,2018,11,4,7.5,1,4.3,13.7,0,,,0.2,0,,
-79.4,43.67,TORONTO CITY,2018-11-05,2018,11,5,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,2018-11-06,2018,11,6,16.4,8.9,12.6,5.4,0,,,5.6,,,
-79.4,43.67,TORONTO CITY,2018-11-07,2018,11,7,10,5.2,7.6,10.4,0,,,0.5,,,
-79.4,43.67,TORONTO CITY,2018-11-08,2018,11,8,6.3,3.6,4.9,13.1,0,,,0.3,,,
-79.4,43.67,TORONTO CITY,2018-11-09,2018,11,9,5.2,2.3,3.7,14.3,0,,,12.2,0,,
-79.4,43.67,TORONTO CITY,2018-11-10,2018,11,10,3.5,-1.8,0.9,17.1,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2018-11-11,2018,11,11,4.7,-1.1,1.8,16.2,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2018-11-12,2018,11,12,6.3,2.1,4.2,13.8,0,,,1.3,0,,
-79.4,43.67,TORONTO CITY,2018-11-13,2018,11,13,2.7,-2.8,-0.1,18.1,0,,,0.2,0,,
-79.4,43.67,TORONTO CITY,2018-11-14,2018,11,14,0.7,-4,-1.7,19.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-11-15,2018,11,15,1.3,-3.2,-1,19,0,,,11.3,,,
-79.4,43.67,TORONTO CITY,2018-11-16,2018,11,16,3.3,0.6,2,16,0,,,7,5,,
-79.4,43.67,TORONTO CITY,2018-11-17,2018,11,17,3.4,-1.9,0.8,17.2,0,,,0.2,2,,
-79.4,43.67,TORONTO CITY,2018-11-18,2018,11,18,3.4,-2.6,0.4,17.6,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2018-11-19,2018,11,19,4.3,-1,1.6,16.4,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2018-11-20,2018,11,20,3.2,-2.1,0.6,17.4,0,,,0.5,0,,
-79.4,43.67,TORONTO CITY,2018-11-21,2018,11,21,2.2,-11.9,-4.8,22.8,0,,,0.2,,,
-79.4,43.67,TORONTO CITY,2018-11-22,2018,11,22,-5.1,-12.3,-8.7,26.7,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-11-23,2018,11,23,3.8,-5.1,-0.7,18.7,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2018-11-24,2018,11,24,6.7,2.1,4.4,13.6,0,,,4.6,1,,
-79.4,43.67,TORONTO CITY,2018-11-25,2018,11,25,7.8,4.9,6.4,11.6,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-11-26,2018,11,26,6.8,2.2,4.5,13.5,0,,,26.9,,,
-79.4,43.67,TORONTO CITY,2018-11-27,2018,11,27,2.7,-0.9,0.9,17.1,0,,,1.4,,,
-79.4,43.67,TORONTO CITY,2018-11-28,2018,11,28,3.5,-0.9,1.3,16.7,0,,,0.2,1,,
-79.4,43.67,TORONTO CITY,2018-11-29,2018,11,29,2.9,1,2,16,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-11-30,2018,11,30,2.9,1.1,2,16,0,,,0.2,,,
-79.4,43.67,TORONTO CITY,2018-12-01,2018,12,1,3.9,1.5,2.7,15.3,0,,,3.8,0,,
-79.4,43.67,TORONTO CITY,2018-12-02,2018,12,2,10.9,3.8,7.4,10.6,0,,,11.7,0,,
-79.4,43.67,TORONTO CITY,2018-12-03,2018,12,3,7.6,-1,3.3,14.7,0,,,1.6,,,
-79.4,43.67,TORONTO CITY,2018-12-04,2018,12,4,-0.1,-3.8,-2,20,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-12-05,2018,12,5,2.1,-4.5,-1.2,19.2,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-12-06,2018,12,6,2.5,-3.2,-0.4,18.4,0,,,0.2,,,
-79.4,43.67,TORONTO CITY,2018-12-07,2018,12,7,-2.4,-7.7,-5.1,23.1,0,,,0.2,2,,
-79.4,43.67,TORONTO CITY,2018-12-08,2018,12,8,0.3,-4.3,-2,20,0,,,0.8,,,
-79.4,43.67,TORONTO CITY,2018-12-09,2018,12,9,1,-4.4,-1.7,19.7,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2018-12-10,2018,12,10,1.9,0,1,17,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2018-12-11,2018,12,11,1.2,-2.2,-0.5,18.5,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-12-12,2018,12,12,1.9,-0.4,0.8,17.2,0,,,0.3,,,
-79.4,43.67,TORONTO CITY,2018-12-13,2018,12,13,3.6,0.1,1.8,16.2,0,,,1.8,1,,
-79.4,43.67,TORONTO CITY,2018-12-14,2018,12,14,6.1,2.4,4.3,13.7,0,,,3.2,0,,
-79.4,43.67,TORONTO CITY,2018-12-15,2018,12,15,4.7,1.8,3.2,14.8,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2018-12-16,2018,12,16,,,,,,,,,,,
-79.4,43.67,TORONTO CITY,2018-12-17,2018,12,17,,,,,,,,,0,,
-79.4,43.67,TORONTO CITY,2018-12-18,2018,12,18,-0.2,-5,-2.6,20.6,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2018-12-19,2018,12,19,5.2,-1,2.1,15.9,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-12-20,2018,12,20,5.8,1.6,3.7,14.3,0,,,3.8,,,
-79.4,43.67,TORONTO CITY,2018-12-21,2018,12,21,6.2,-0.1,3,15,0,,,12.6,1,,
-79.4,43.67,TORONTO CITY,2018-12-22,2018,12,22,0.7,-1.4,-0.3,18.3,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-12-23,2018,12,23,1.8,-0.9,0.4,17.6,0,,,0.2,,,
-79.4,43.67,TORONTO CITY,2018-12-24,2018,12,24,2.4,-1,0.7,17.3,0,,,0.4,0,,
-79.4,43.67,TORONTO CITY,2018-12-25,2018,12,25,1.3,-1.5,-0.1,18.1,0,,,0.2,,,
-79.4,43.67,TORONTO CITY,2018-12-26,2018,12,26,3.1,-4.2,-0.6,18.6,0,,,0,,,
-79.4,43.67,TORONTO CITY,2018-12-27,2018,12,27,3.8,-5.9,-1.1,19.1,0,,,4.6,,,
-79.4,43.67,TORONTO CITY,2018-12-28,2018,12,28,11.3,3.7,7.5,10.5,0,,,1.8,1,,
-79.4,43.67,TORONTO CITY,2018-12-29,2018,12,29,4.2,-5.7,-0.8,18.8,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2018-12-30,2018,12,30,1.5,-4.9,-1.7,19.7,0,,,1.3,2,,
-79.4,43.67,TORONTO CITY,2018-12-31,2018,12,31,6.3,-0.9,2.7,15.3,0,,,13.6,2,,
-79.4,43.67,TORONTO CITY,2019-01-01,2019,1,1,6.3,-6.6,-0.1,18.1,0,,,0.4,0,,
-79.4,43.67,TORONTO CITY,2019-01-02,2019,1,2,0.6,-8.2,-3.8,21.8,0,,,2.9,0,,
-79.4,43.67,TORONTO CITY,2019-01-03,2019,1,3,1.5,-0.6,0.5,17.5,0,,,0,5,,
-79.4,43.67,TORONTO CITY,2019-01-04,2019,1,4,7.8,1.2,4.5,13.5,0,,,0,4,,
-79.4,43.67,TORONTO CITY,2019-01-05,2019,1,5,3.9,1,2.5,15.5,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2019-01-06,2019,1,6,4.8,-6.8,-1,19,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2019-01-07,2019,1,7,5.7,-7.6,-0.9,18.9,0,,,2.4,1,,
-79.4,43.67,TORONTO CITY,2019-01-08,2019,1,8,8.7,3.3,6,12,0,,,3,0,,
-79.4,43.67,TORONTO CITY,2019-01-09,2019,1,9,3.4,-3.5,-0.1,18.1,0,,,0.9,0,,
-79.4,43.67,TORONTO CITY,2019-01-10,2019,1,10,-3.5,-10.3,-6.9,24.9,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2019-01-11,2019,1,11,-6.5,-12.2,-9.3,27.3,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2019-01-12,2019,1,12,-4.1,-7.4,-5.7,23.7,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2019-01-13,2019,1,13,-5.7,-10.3,-8,26,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2019-01-14,2019,1,14,-1.1,-6.9,-4,22,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2019-01-15,2019,1,15,0.9,-3.1,-1.1,19.1,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2019-01-16,2019,1,16,0.2,-9.7,-4.8,22.8,0,,,0.8,1,,
-79.4,43.67,TORONTO CITY,2019-01-17,2019,1,17,-2,-11.4,-6.7,24.7,0,,,0.2,1,,
-79.4,43.67,TORONTO CITY,2019-01-18,2019,1,18,0.8,-8.7,-3.9,21.9,0,,,1,1,,
-79.4,43.67,TORONTO CITY,2019-01-19,2019,1,19,-8.5,-15.5,-12,30,0,,,8.1,2,,
-79.4,43.67,TORONTO CITY,2019-01-20,2019,1,20,-14.2,-21.5,-17.9,35.9,0,,,2.6,8,,
-79.4,43.67,TORONTO CITY,2019-01-21,2019,1,21,-11,-21.5,-16.2,34.2,0,,,0,3,,
-79.4,43.67,TORONTO CITY,2019-01-22,2019,1,22,1,-14.7,-6.9,24.9,0,,,0,3,,
-79.4,43.67,TORONTO CITY,2019-01-23,2019,1,23,5.7,-0.2,2.7,15.3,0,,,11,4,,
-79.4,43.67,TORONTO CITY,2019-01-24,2019,1,24,4.2,-2.4,0.9,17.1,0,,,4.1,2,,
-79.4,43.67,TORONTO CITY,2019-01-25,2019,1,25,-2.3,-10.4,-6.3,24.3,0,,,0.4,3,,
-79.4,43.67,TORONTO CITY,2019-01-26,2019,1,26,-4.4,-12.3,-8.3,26.3,0,,,0.2,2,,
-79.4,43.67,TORONTO CITY,2019-01-27,2019,1,27,-2.5,-13.1,-7.8,25.8,0,,,7.1,12,,
-79.4,43.67,TORONTO CITY,2019-01-28,2019,1,28,-2.8,-18.2,-10.5,28.5,0,,,13,9,,
-79.4,43.67,TORONTO CITY,2019-01-29,2019,1,29,0.9,-14.1,-6.6,24.6,0,,,3.1,29,,
-79.4,43.67,TORONTO CITY,2019-01-30,2019,1,30,-13.9,-21.1,-17.5,35.5,0,,,0.2,25,,
-79.4,43.67,TORONTO CITY,2019-01-31,2019,1,31,-12.6,-21.2,-16.9,34.9,0,,,0,22,,
-79.4,43.67,TORONTO CITY,2019-02-01,2019,2,1,-8.7,-17.7,-13.2,31.2,0,,,0,20,,
-79.4,43.67,TORONTO CITY,2019-02-02,2019,2,2,1.3,-13.5,-6.1,24.1,0,,,0,19,,
-79.4,43.67,TORONTO CITY,2019-02-03,2019,2,3,8.1,0.4,4.3,13.7,0,,,0,18,,
-79.4,43.67,TORONTO CITY,2019-02-04,2019,2,4,11.7,5.5,8.6,9.4,0,,,2.1,8,,
-79.4,43.67,TORONTO CITY,2019-02-05,2019,2,5,9.6,-5.6,2,16,0,,,0.2,1,,
-79.4,43.67,TORONTO CITY,2019-02-06,2019,2,6,-0.4,-5.3,-2.9,20.9,0,,,11,2,,
-79.4,43.67,TORONTO CITY,2019-02-07,2019,2,7,6.2,-2.2,2,16,0,,,1,3,,
-79.4,43.67,TORONTO CITY,2019-02-08,2019,2,8,5.9,-8.7,-1.4,19.4,0,,,0.2,2,,
-79.4,43.67,TORONTO CITY,2019-02-09,2019,2,9,-3,-8.8,-5.9,23.9,0,,,0,2,,
-79.4,43.67,TORONTO CITY,2019-02-10,2019,2,10,-2.5,-7.8,-5.1,23.1,0,,,0.3,2,,
-79.4,43.67,TORONTO CITY,2019-02-11,2019,2,11,-2.9,-5.1,-4,22,0,,,0.7,4,,
-79.4,43.67,TORONTO CITY,2019-02-12,2019,2,12,1.6,-6,-2.2,20.2,0,,,20.9,4,,
-79.4,43.67,TORONTO CITY,2019-02-13,2019,2,13,1.6,-4.4,-1.4,19.4,0,,,3.2,9,,
-79.4,43.67,TORONTO CITY,2019-02-14,2019,2,14,2.2,-3.9,-0.9,18.9,0,,,1.9,10,,
-79.4,43.67,TORONTO CITY,2019-02-15,2019,2,15,4.3,-3.2,0.5,17.5,0,,,1.3,9,,
-79.4,43.67,TORONTO CITY,2019-02-16,2019,2,16,-2.2,-7.9,-5,23,0,,,0.2,8,,
-79.4,43.67,TORONTO CITY,2019-02-17,2019,2,17,-5.4,-9.7,-7.6,25.6,0,,,0.6,8,,
-79.4,43.67,TORONTO CITY,2019-02-18,2019,2,18,-4.4,-11.5,-8,26,0,,,2.3,13,,
-79.4,43.67,TORONTO CITY,2019-02-19,2019,2,19,-2.4,-12.5,-7.4,25.4,0,,,0,12,,
-79.4,43.67,TORONTO CITY,2019-02-20,2019,2,20,0.9,-6.7,-2.9,20.9,0,,,2.5,11,,
-79.4,43.67,TORONTO CITY,2019-02-21,2019,2,21,4.4,-1,1.7,16.3,0,,,0.2,10,,
-79.4,43.67,TORONTO CITY,2019-02-22,2019,2,22,3.4,-2.1,0.6,17.4,0,,,0,8,,
-79.4,43.67,TORONTO CITY,2019-02-23,2019,2,23,2.6,-2.2,0.2,17.8,0,,,0,8,,
-79.4,43.67,TORONTO CITY,2019-02-24,2019,2,24,6.9,-2,2.5,15.5,0,,,10,7,,
-79.4,43.67,TORONTO CITY,2019-02-25,2019,2,25,-1.9,-6.7,-4.3,22.3,0,,,0.4,6,,
-79.4,43.67,TORONTO CITY,2019-02-26,2019,2,26,-4.2,-9.9,-7,25,0,,,0.2,6,,
-79.4,43.67,TORONTO CITY,2019-02-27,2019,2,27,-7,-11.9,-9.4,27.4,0,,,8.6,5,,
-79.4,43.67,TORONTO CITY,2019-02-28,2019,2,28,-5.9,-14.4,-10.1,28.1,0,,,0.2,21,,
-79.4,43.67,TORONTO CITY,2019-03-01,2019,3,1,0.1,-7.3,-3.6,21.6,0,,,0,17,,
-79.4,43.67,TORONTO CITY,2019-03-02,2019,3,2,-0.2,-3.9,-2.1,20.1,0,,,2.9,14,,
-79.4,43.67,TORONTO CITY,2019-03-03,2019,3,3,-0.7,-7.7,-4.2,22.2,0,,,0.4,17,,
-79.4,43.67,TORONTO CITY,2019-03-04,2019,3,4,-6.2,-11.8,-9,27,0,,,0.2,15,,
-79.4,43.67,TORONTO CITY,2019-03-05,2019,3,5,-7.4,-13,-10.2,28.2,0,,,0.2,15,,
-79.4,43.67,TORONTO CITY,2019-03-06,2019,3,6,-7.3,-12.2,-9.8,27.8,0,,,0,15,,
-79.4,43.67,TORONTO CITY,2019-03-07,2019,3,7,-4.3,-11.1,-7.7,25.7,0,,,0,15,,
-79.4,43.67,TORONTO CITY,2019-03-08,2019,3,8,-1.3,-11.3,-6.3,24.3,0,,,0,15,,
-79.4,43.67,TORONTO CITY,2019-03-09,2019,3,9,1.6,-6.1,-2.2,20.2,0,,,0.9,13,,
-79.4,43.67,TORONTO CITY,2019-03-10,2019,3,10,6.1,1.2,3.6,14.4,0,,,14.4,10,,
-79.4,43.67,TORONTO CITY,2019-03-11,2019,3,11,3.2,-1.2,1,17,0,,,0,7,,
-79.4,43.67,TORONTO CITY,2019-03-12,2019,3,12,3.9,-2,1,17,0,,,0.2,7,,
-79.4,43.67,TORONTO CITY,2019-03-13,2019,3,13,3.4,-0.7,1.3,16.7,0,,,0,5,,
-79.4,43.67,TORONTO CITY,2019-03-14,2019,3,14,10.9,2.5,6.7,11.3,0,,,6.5,4,,
-79.4,43.67,TORONTO CITY,2019-03-15,2019,3,15,10.4,1.2,5.8,12.2,0,,,0.8,3,,
-79.4,43.67,TORONTO CITY,2019-03-16,2019,3,16,2.8,-3.4,-0.3,18.3,0,,,0.4,3,,
-79.4,43.67,TORONTO CITY,2019-03-17,2019,3,17,3.3,-5.3,-1,19,0,,,0.2,2,,
-79.4,43.67,TORONTO CITY,2019-03-18,2019,3,18,4.7,-1.8,1.5,16.5,0,,,0,2,,
-79.4,43.67,TORONTO CITY,2019-03-19,2019,3,19,5.6,-2.4,1.6,16.4,0,,,0.4,1,,
-79.4,43.67,TORONTO CITY,2019-03-20,2019,3,20,9.8,1,5.4,12.6,0,,,0,3,,
-79.4,43.67,TORONTO CITY,2019-03-21,2019,3,21,8,3.1,5.6,12.4,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2019-03-22,2019,3,22,4.6,-3.4,0.6,17.4,0,,,0.2,2,,
-79.4,43.67,TORONTO CITY,2019-03-23,2019,3,23,5.8,-5.9,-0.1,18.1,0,,,0.2,2,,
-79.4,43.67,TORONTO CITY,2019-03-24,2019,3,24,9.8,0.4,5.1,12.9,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2019-03-25,2019,3,25,2.6,-2.8,-0.1,18.1,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2019-03-26,2019,3,26,3.4,-3,0.2,17.8,0,,,0,2,,
-79.4,43.67,TORONTO CITY,2019-03-27,2019,3,27,7.8,0.3,4,14,0,,,0,1,,
-79.4,43.67,TORONTO CITY,2019-03-28,2019,3,28,11.6,1.4,6.5,11.5,0,,,0.2,0,,
-79.4,43.67,TORONTO CITY,2019-03-29,2019,3,29,11.5,4.9,8.2,9.8,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2019-03-30,2019,3,30,6.2,0.7,3.4,14.6,0,,,31.6,1,,
-79.4,43.67,TORONTO CITY,2019-03-31,2019,3,31,2.1,-3.1,-0.5,18.5,0,,,7.5,3,,
-79.4,43.67,TORONTO CITY,2019-04-01,2019,4,1,3.7,-4.4,-0.4,18.4,0,,,0.3,5,,
-79.4,43.67,TORONTO CITY,2019-04-02,2019,4,2,8.8,0.8,4.8,13.2,0,,,0,,,
-79.4,43.67,TORONTO CITY,2019-04-03,2019,4,3,7.9,2,5,13,0,,,0,,,
-79.4,43.67,TORONTO CITY,2019-04-04,2019,4,4,6.2,-0.8,2.7,15.3,0,,,0,,,
-79.4,43.67,TORONTO CITY,2019-04-05,2019,4,5,4.2,0.9,2.6,15.4,0,,,0,,,
-79.4,43.67,TORONTO CITY,2019-04-06,2019,4,6,13.6,3.8,8.7,9.3,0,,,0,,,
-79.4,43.67,TORONTO CITY,2019-04-07,2019,4,7,11.1,6.7,8.9,9.1,0,,,3.3,,,
-79.4,43.67,TORONTO CITY,2019-04-08,2019,4,8,16.4,5.7,11,7,0,,,1,,,
-79.4,43.67,TORONTO CITY,2019-04-09,2019,4,9,11.9,4,7.9,10.1,0,,,0,,,
-79.4,43.67,TORONTO CITY,2019-04-10,2019,4,10,7.1,1.6,4.4,13.6,0,,,0,,,
-79.4,43.67,TORONTO CITY,2019-04-11,2019,4,11,4.4,-0.2,2.1,15.9,0,,,0.8,0,,
-79.4,43.67,TORONTO CITY,2019-04-12,2019,4,12,14.9,4.4,9.6,8.4,0,,,1.4,0,,
-79.4,43.67,TORONTO CITY,2019-04-13,2019,4,13,17.1,4.9,11,7,0,,,0,0,,
-79.4,43.67,TORONTO CITY,2019-04-14,2019,4,14,5.1,2.6,3.9,14.1,0,,,24,0,,
-79.4,43.67,TORONTO CITY,2019-04-15,2019,4,15,,,,,,,,,0,,
