Longitude (x),Latitude (y),Station Name,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
-73.42,45.52,MONTREAL/ST-HUBERT,2024-03-24,2024,3,24,0.7,-12.1,-5.7,23.7,0,,,0,,23,33
-73.42,45.52,MONTREAL/ST-HUBERT,2024-03-25,2024,3,25,8,-8.4,-0.2,18.2,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-03-26,2024,3,26,12.3,-3.2,4.6,13.4,0,,,0,,5,32
-73.42,45.52,MONTREAL/ST-HUBERT,2024-03-27,2024,3,27,13.1,4.7,8.9,9.1,0,,,1.2,,17,41
-73.42,45.52,MONTREAL/ST-HUBERT,2024-03-28,2024,3,28,9.1,3.1,6.1,11.9,0,,,0,,25,37
-73.42,45.52,MONTREAL/ST-HUBERT,2024-03-29,2024,3,29,11.1,-0.5,5.3,12.7,0,,,0,,24,50
-73.42,45.52,MONTREAL/ST-HUBERT,2024-03-30,2024,3,30,7,-0.5,3.3,14.7,0,,,0,,27,59
-73.42,45.52,MONTREAL/ST-HUBERT,2024-03-31,2024,3,31,10.2,1.1,5.7,12.3,0,,,0,,24,46
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-01,2024,4,1,11.5,-3.1,4.2,13.8,0,,,0,,1,58
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-02,2024,4,2,11.7,-4.8,3.5,14.5,0,,,0,,3,48
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-03,2024,4,3,10.3,0.3,5.3,12.7,0,,,12,,9,61
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-04,2024,4,4,0.8,-1.6,-0.4,18.4,0,,,12.6,,4,55
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-05,2024,4,5,4.5,0.6,2.6,15.4,0,,,4.5,,4,48
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-06,2024,4,6,7,0.8,3.9,14.1,0,,,0.2,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-07,2024,4,7,12.9,-2.4,5.3,12.7,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-08,2024,4,8,16.9,-0.1,8.4,9.6,0,,,0,,24,39
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-09,2024,4,9,18.2,2.7,10.5,7.5,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-10,2024,4,10,16.9,4.1,10.5,7.5,0,,,0,,18,46
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-11,2024,4,11,13.6,7.1,10.4,7.6,0,,,15,,16,41
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-12,2024,4,12,22.8,9.9,16.4,1.6,0,,,14.6,,14,65
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-13,2024,4,13,10.5,3.2,6.9,11.1,0,,,2.8,,23,55
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-14,2024,4,14,11.9,2.1,7,11,0,,,1.9,,27,39
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-15,2024,4,15,14.5,5,9.8,8.2,0,,,1.5,,24,39
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-16,2024,4,16,12.3,0.3,6.3,11.7,0,,,0,,29,46
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-17,2024,4,17,9.5,-1.9,3.8,14.2,0,,,0,,4,37
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-18,2024,4,18,12.1,2.5,7.3,10.7,0,,,2.8,,14,45
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-19,2024,4,19,13,6.3,9.7,8.3,0,,,0.8,,16,61
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-20,2024,4,20,11.8,4.6,8.2,9.8,0,,,0,,26,50
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-21,2024,4,21,8.9,0.7,4.8,13.2,0,,,0.5,,30,61
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-22,2024,4,22,8.7,-2.1,3.3,14.7,0,,,0,,25,50
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-23,2024,4,23,19.6,2,10.8,7.2,0,,,0.7,,25,71
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-24,2024,4,24,10,-3.4,3.3,14.7,0,,,17.1,,2,67
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-25,2024,4,25,8.2,-3.4,2.4,15.6,0,,,0,,23,35
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-26,2024,4,26,14.1,-3,5.6,12.4,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-27,2024,4,27,19.8,1.5,10.7,7.3,0,,,0,,18,52
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-28,2024,4,28,16.1,6.6,11.4,6.6,0,,,6,,18,46
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-29,2024,4,29,13.8,5.5,9.7,8.3,0,,,1,,3,33
-73.42,45.52,MONTREAL/ST-HUBERT,2024-04-30,2024,4,30,8.3,4.9,6.6,11.4,0,,,24.1,,3,46
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-01,2024,5,1,15.8,5.1,10.5,7.5,0,,,0.4,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-02,2024,5,2,13.3,8,10.7,7.3,0,,,5.2,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-03,2024,5,3,20.2,8,14.1,3.9,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-04,2024,5,4,19.7,8.8,14.3,3.7,0,,,2.3,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-05,2024,5,5,13.2,10.2,11.7,6.3,0,,,10.5,,18,59
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-06,2024,5,6,21.9,8.9,15.4,2.6,0,,,0.6,,22,39
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-07,2024,5,7,,,,,,,,,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-08,2024,5,8,11.8,8.5,10.2,7.8,0,,,6.9,,36,55
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-09,2024,5,9,15.9,7.3,11.6,6.4,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-10,2024,5,10,18.5,4.7,11.6,6.4,0,,,0,,2,32
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-11,2024,5,11,20.4,4.4,12.4,5.6,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-12,2024,5,12,16.6,9.9,13.3,4.7,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-13,2024,5,13,19,10.1,14.6,3.4,0,,,1.5,,20,50
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-14,2024,5,14,21.9,13.1,17.5,0.5,0,,,4.6,,18,37
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-15,2024,5,15,21.4,11.1,16.3,1.7,0,,,1.6,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-16,2024,5,16,24.3,12.8,18.6,0,0.6,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-17,2024,5,17,26.7,14.7,20.7,0,2.7,,,0,,17,32
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-18,2024,5,18,23.9,13.1,18.5,0,0.5,,,0,,11,41
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-19,2024,5,19,26.4,11.3,18.9,0,0.9,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-20,2024,5,20,29.7,15.4,22.6,0,4.6,,,0,,25,45
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-21,2024,5,21,26.9,15.9,21.4,0,3.4,,,2.3,,23,33
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-22,2024,5,22,31.8,16.6,24.2,0,6.2,,,8.2,,24,84
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-23,2024,5,23,25.7,17.6,21.7,0,3.7,,,0.2,,23,58
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-24,2024,5,24,19.7,11.2,15.5,2.5,0,,,0,,24,59
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-25,2024,5,25,21.5,7.6,14.6,3.4,0,,,0.2,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-26,2024,5,26,25.7,12.4,19.1,0,1.1,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-27,2024,5,27,25.9,16.9,21.4,0,3.4,,,25.4,,17,81
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-28,2024,5,28,,,,,,,,,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-29,2024,5,29,19.9,10.3,15.1,2.9,0,,,3.5,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-30,2024,5,30,21.3,7.7,14.5,3.5,0,,,0,,1,39
-73.42,45.52,MONTREAL/ST-HUBERT,2024-05-31,2024,5,31,25.2,9.2,17.2,0.8,0,,,0,,28,48
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-01,2024,6,1,28.1,9.2,18.7,0,0.7,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-02,2024,6,2,28.4,13,20.7,0,2.7,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-03,2024,6,3,30.9,15.4,23.2,0,5.2,,,0,,32,32
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-04,2024,6,4,31.7,14.4,23.1,0,5.1,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-05,2024,6,5,30.3,18.1,24.2,0,6.2,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-06,2024,6,6,27.2,16.3,21.8,0,3.8,,,22,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-07,2024,6,7,23.3,14.8,19.1,0,1.1,,,9.3,,19,37
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-08,2024,6,8,22.1,15.1,18.6,0,0.6,,,1.4,,25,68
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-09,2024,6,9,19,14.2,16.6,1.4,0,,,2.9,,23,41
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-10,2024,6,10,17.3,13.4,15.4,2.6,0,,,2.2,,23,41
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-11,2024,6,11,17.7,12.6,15.2,2.8,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-12,2024,6,12,21.2,11.9,16.6,1.4,0,,,0,,24,39
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-13,2024,6,13,27.6,11.7,19.7,0,1.7,,,3.6,,18,45
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-14,2024,6,14,25.6,12.1,18.9,0,0.9,,,0,,24,52
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-15,2024,6,15,20.6,9.3,15,3,0,,,0,,33,42
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-16,2024,6,16,23.5,7.5,15.5,2.5,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-17,2024,6,17,29.6,16.8,23.2,0,5.2,,,0,,19,33
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-18,2024,6,18,33.6,20.1,26.9,0,8.9,,,0,,23,39
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-19,2024,6,19,34.7,23.7,29.2,0,11.2,,,0,,24,46
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-20,2024,6,20,33.6,19.6,26.6,0,8.6,,,0.2,,23,39
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-21,2024,6,21,23.7,16.6,20.2,0,2.2,,,0,,3,32
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-22,2024,6,22,24.8,17,20.9,0,2.9,,,0.5,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-23,2024,6,23,27,16,21.5,0,3.5,,,35.5,,19,46
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-24,2024,6,24,25.4,15.3,20.4,0,2.4,,,5.4,,1,55
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-25,2024,6,25,28.2,14.7,21.5,0,3.5,,,1.4,,22,61
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-26,2024,6,26,27.7,15.6,21.7,0,3.7,,,24.9,,22,50
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-27,2024,6,27,20.4,11.6,16,2,0,,,3.2,,28,55
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-28,2024,6,28,23,9,16,2,0,,,0,,21,33
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-29,2024,6,29,21.2,16.5,18.9,0,0.9,,,10.6,,19,52
-73.42,45.52,MONTREAL/ST-HUBERT,2024-06-30,2024,6,30,27.6,17.6,22.6,0,4.6,,,4.2,,29,59
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-01,2024,7,1,25.7,14.9,20.3,0,2.3,,,0,,35,39
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-02,2024,7,2,28.3,13.1,20.7,0,2.7,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-03,2024,7,3,28.2,16,22.1,0,4.1,,,2.7,,16,63
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-04,2024,7,4,29.2,19.8,24.5,0,6.5,,,0,,20,39
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-05,2024,7,5,28.1,20.7,24.4,0,6.4,,,7.3,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-06,2024,7,6,27.6,18.5,23.1,0,5.1,,,1,,34,37
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-07,2024,7,7,28.6,17.7,23.2,0,5.2,,,0,,23,42
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-08,2024,7,8,29.9,20.4,25.2,0,7.2,,,0,,21,35
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-09,2024,7,9,29.4,21.1,25.3,0,7.3,,,0.5,,25,39
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-10,2024,7,10,25.9,18.7,22.3,0,4.3,,,52.4,,5,52
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-11,2024,7,11,21.3,18.9,20.1,0,2.1,,,2.2,,3,33
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-12,2024,7,12,28.1,19.4,23.8,0,5.8,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-13,2024,7,13,29,20.4,24.7,0,6.7,,,0,,22,45
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-14,2024,7,14,29,20.8,24.9,0,6.9,,,0,,23,42
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-15,2024,7,15,30.4,21.1,25.8,0,7.8,,,18.6,,23,46
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-16,2024,7,16,28.9,20.9,24.9,0,6.9,,,3.8,,25,33
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-17,2024,7,17,27.5,21.8,24.7,0,6.7,,,0,,25,41
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-18,2024,7,18,23.9,17,20.5,0,2.5,,,0,,26,52
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-19,2024,7,19,25.7,14.9,20.3,0,2.3,,,0,,24,42
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-20,2024,7,20,27.2,16.9,22.1,0,4.1,,,4.4,,23,59
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-21,2024,7,21,24.3,12.2,18.3,0,0.3,,,0,,32,39
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-22,2024,7,22,26.9,11.3,19.1,0,1.1,,,0,,22,35
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-23,2024,7,23,26.9,17,22,0,4,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-24,2024,7,24,,,,,,,,21.7,,32,63
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-25,2024,7,25,,,,,,,,2.7,,25,61
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-26,2024,7,26,27.2,15.5,21.4,0,3.4,,,0,,26,45
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-27,2024,7,27,27.8,12.8,20.3,0,2.3,,,0,,23,35
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-28,2024,7,28,28.4,18.1,23.3,0,5.3,,,0,,21,33
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-29,2024,7,29,29.9,17.5,23.7,0,5.7,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-30,2024,7,30,30.4,19.6,25,0,7,,,2.8,,18,33
-73.42,45.52,MONTREAL/ST-HUBERT,2024-07-31,2024,7,31,27.1,22,24.6,0,6.6,,,8.9,,15,35
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-01,2024,8,1,30.4,22,26.2,0,8.2,,,0.5,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-02,2024,8,2,31,21.6,26.3,0,8.3,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-03,2024,8,3,30.6,21.6,26.1,0,8.1,,,0.5,,24,39
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-04,2024,8,4,30.6,19.8,25.2,0,7.2,,,22.3,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-05,2024,8,5,21.8,13.8,17.8,0.2,0,,,6.5,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-06,2024,8,6,23.7,12.4,18.1,0,0.1,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-07,2024,8,7,24.6,11.8,18.2,0,0.2,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-08,2024,8,8,26.1,10.8,18.5,0,0.5,,,3.9,,14,33
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-09,2024,8,9,21.4,16.9,19.2,0,1.2,,,135.1,,1,68
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-10,2024,8,10,25.4,16.6,21,0,3,,,0,,22,61
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-11,2024,8,11,24.1,14.9,19.5,0,1.5,,,1.3,,20,41
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-12,2024,8,12,22,14.8,18.4,0,0.4,,,7.9,,34,42
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-13,2024,8,13,27.3,15,21.2,0,3.2,,,0,,23,35
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-14,2024,8,14,28.6,15.1,21.9,0,3.9,,,12.2,,3,67
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-15,2024,8,15,27.5,16.1,21.8,0,3.8,,,0.2,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-16,2024,8,16,27.7,17.9,22.8,0,4.8,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-17,2024,8,17,26.8,19.5,23.2,0,5.2,,,0,,18,52
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-18,2024,8,18,25.2,20.1,22.7,0,4.7,,,0,,18,54
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-19,2024,8,19,21.6,11.1,16.4,1.6,0,,,23.2,,36,52
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-20,2024,8,20,18.4,11.2,14.8,3.2,0,,,2.7,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-21,2024,8,21,15.1,12.9,14,4,0,,,19.5,,1,37
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-22,2024,8,22,19.5,13.3,16.4,1.6,0,,,1,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-23,2024,8,23,24.8,11.3,18.1,0,0.1,,,0,,24,39
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-24,2024,8,24,25.6,14,19.8,0,1.8,,,0,,25,35
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-25,2024,8,25,26.4,15.3,20.9,0,2.9,,,0.6,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-26,2024,8,26,27.2,14,20.6,0,2.6,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-27,2024,8,27,28,16.6,22.3,0,4.3,,,5.7,,23,35
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-28,2024,8,28,21.9,11,16.5,1.5,0,,,0,,34,41
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-29,2024,8,29,21.9,8.1,15,3,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-30,2024,8,30,25,9.3,17.2,0.8,0,,,0,,17,45
-73.42,45.52,MONTREAL/ST-HUBERT,2024-08-31,2024,8,31,20.5,18.3,19.4,0,1.4,,,7.9,,18,42
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-01,2024,9,1,27.6,12.3,20,0,2,,,12,,22,58
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-02,2024,9,2,17.5,10.1,13.8,4.2,0,,,0,,28,39
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-03,2024,9,3,22.2,7.2,14.7,3.3,0,,,0,,27,41
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-04,2024,9,4,24.6,13.4,19,0,1,,,0,,24,35
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-05,2024,9,5,26,12.7,19.4,0,1.4,,,0,,17,32
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-06,2024,9,6,25.1,15.7,20.4,0,2.4,,,0,,21,48
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-07,2024,9,7,23.4,10.2,16.8,1.2,0,,,17.6,,14,46
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-08,2024,9,8,13.5,7.4,10.5,7.5,0,,,0.2,,25,58
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-09,2024,9,9,21.9,9.1,15.5,2.5,0,,,0,,26,52
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-10,2024,9,10,20.9,6.2,13.6,4.4,0,,,0,,27,42
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-11,2024,9,11,24,9.9,17,1,0,,,0,,21,35
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-12,2024,9,12,24.9,13.7,19.3,0,1.3,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-13,2024,9,13,27.6,12.3,20,0,2,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-14,2024,9,14,27.6,13.2,20.4,0,2.4,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-15,2024,9,15,29.3,13.4,21.4,0,3.4,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-16,2024,9,16,29,15.4,22.2,0,4.2,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-17,2024,9,17,29.7,15,22.4,0,4.4,,,0,,23,33
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-18,2024,9,18,28.6,13.4,21,0,3,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-19,2024,9,19,28.5,14.2,21.4,0,3.4,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-20,2024,9,20,26.5,13.7,20.1,0,2.1,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-21,2024,9,21,23.7,14,18.9,0,0.9,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-22,2024,9,22,23.9,11.6,17.8,0.2,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-23,2024,9,23,16.1,13.3,14.7,3.3,0,,,3.7,,12,32
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-24,2024,9,24,22.3,13.3,17.8,0.2,0,,,0.2,,13,32
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-25,2024,9,25,16.2,12.4,14.3,3.7,0,,,3.3,,15,48
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-26,2024,9,26,22.3,12.1,17.2,0.8,0,,,16.7,,23,52
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-27,2024,9,27,21,10,15.5,2.5,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-28,2024,9,28,22.5,8.4,15.5,2.5,0,,,0,,6,32
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-29,2024,9,29,22.4,11,16.7,1.3,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-09-30,2024,9,30,23.3,10.8,17.1,0.9,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-01,2024,10,1,23.8,9.4,16.6,1.4,0,,,0,,17,37
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-02,2024,10,2,20.9,11.2,16.1,1.9,0,,,1.4,,16,33
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-03,2024,10,3,21.1,9.2,15.2,2.8,0,,,0.2,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-04,2024,10,4,23.3,10.2,16.8,1.2,0,,,0.2,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-05,2024,10,5,20.1,7.3,13.7,4.3,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-06,2024,10,6,19,4.6,11.8,6.2,0,,,5.8,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-07,2024,10,7,18.4,7.6,13,5,0,,,0,,26,37
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-08,2024,10,8,14.4,3,8.7,9.3,0,,,0,,23,33
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-09,2024,10,9,14,5.7,9.9,8.1,0,,,0,,27,48
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-10,2024,10,10,12.2,7.2,9.7,8.3,0,,,0,,29,41
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-11,2024,10,11,15.8,9.1,12.5,5.5,0,,,1.7,,25,52
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-12,2024,10,12,15.8,3.3,9.6,8.4,0,,,0.7,,30,68
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-13,2024,10,13,10.9,3.6,7.3,10.7,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-14,2024,10,14,6.6,4.7,5.7,12.3,0,,,12.3,,2,54
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-15,2024,10,15,10.3,2.7,6.5,11.5,0,,,2.2,,25,46
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-16,2024,10,16,11.3,0.7,6,12,0,,,0,,29,41
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-17,2024,10,17,13,-2.3,5.4,12.6,0,,,0,,23,32
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-18,2024,10,18,16.5,0.8,8.7,9.3,0,,,0,,,
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-19,2024,10,19,18.5,3.7,11.1,6.9,0,,,0,,25,39
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-20,2024,10,20,20.3,4.4,12.4,5.6,0,,,0,,23,46
-73.42,45.52,MONTREAL/ST-HUBERT,2024-10-21,2024,10,21,22.7,10.4,16.6,1.4,0,,,0,,24,46
